ciudad,pais,latitud,longitud,temperatura,sensacion_termica,humedad,velocidad_viento,descripcion,codigo_tiempo,fecha_extraccion,temperatura_categoria,estado_clima,clima_severo
Tokyo,Japan,35.6895,139.6917,20.2,20.5,61,10.1,Partly Cloudy,116,2026-04-08 14:17:01.059361,Templado,Parcialmente nublado,False
Miami,Usa,25.7617,-80.1918,29.7,33.6,78,9.7,Partly Cloudy,116,2026-04-04 17:54:01.059399,Cálido,Parcialmente nublado,False
Cartagena,Colombia,10.391,-75.4794,31.2,30.7,59,13.4,Moderate Rain,302,2026-04-11 05:48:01.059438,Muy cálido,Lluvia moderada,False
Miami,Usa,25.7617,-80.1918,31.9,31.4,94,12.5,Cloudy,119,2026-04-13 15:35:01.059476,Muy cálido,Nublado,False
Mexico City,Mexico,19.4326,-99.1332,29.2,28.6,55,17.3,Partly Cloudy,116,2026-04-12 07:35:01.059514,Cálido,Parcialmente nublado,False
Cartagena,Colombia,10.391,-75.4794,42.2,43.2,80,11.7,Partly Cloudy,116,2026-04-06 06:01:01.059552,Muy cálido,Parcialmente nublado,False
Mexico City,Mexico,19.4326,-99.1332,21.8,21.5,63,12.4,Moderate Rain,302,2026-04-03 07:17:01.059591,Templado,Lluvia moderada,False
Sao Paulo,Brazil,-23.5505,-46.6333,24.2,25.0,71,7.2,Partly Cloudy,116,2026-04-02 00:49:01.059639,Cálido,Parcialmente nublado,False
Miami,Usa,25.7617,-80.1918,34.9,35.7,70,18.0,Sunny,113,2026-04-08 20:48:01.059679,Muy cálido,Despejado,False
London,Uk,51.5074,-0.1278,11.0,11.4,82,12.1,Patchy Snow Showers,392,2026-04-13 18:41:01.059796,Frío,Nieve ligera,False
Barranquilla,Colombia,10.9685,-74.7813,23.9,22.5,83,12.2,Sunny,113,2026-04-15 16:35:01.059842,Templado,Despejado,False
London,Uk,51.5074,-0.1278,15.2,13.2,69,6.9,Heavy Rain,308,2026-03-29 06:07:01.059887,Frío,Lluvia fuerte,False
Sao Paulo,Brazil,-23.5505,-46.6333,25.9,24.6,96,4.6,Overcast,122,2026-04-14 10:00:01.059926,Cálido,Nublado,False
Mexico City,Mexico,19.4326,-99.1332,23.4,22.3,81,4.4,Patchy Rain Nearby,176,2026-04-13 00:22:01.059978,Templado,Lluvia ligera,False
Cartagena,Colombia,10.391,-75.4794,38.4,40.3,84,13.1,Sunny,113,2026-03-26 04:59:01.060018,Muy cálido,Despejado,False
Medellin,Colombia,6.2442,-75.5812,26.1,26.0,82,6.4,Sunny,113,2026-03-27 17:12:01.060132,Cálido,Despejado,False
Bogota,Colombia,4.711,-74.0721,18.6,16.9,97,10.8,Overcast,122,2026-04-12 16:54:01.060198,Templado,Nublado,False
Mexico City,Mexico,19.4326,-99.1332,18.4,22.0,75,14.2,Partly Cloudy,116,2026-03-19 18:43:01.060665,Templado,Parcialmente nublado,False
Lima,Peru,-12.0464,-77.0428,21.0,21.7,80,13.1,Cloudy,119,2026-03-24 18:24:01.060867,Templado,Nublado,False
Lima,Peru,-12.0464,-77.0428,23.5,23.6,95,17.1,Patchy Rain Nearby,176,2026-03-27 05:26:01.060928,Templado,Lluvia ligera,False
Barranquilla,Colombia,10.9685,-74.7813,30.6,31.3,85,8.3,Partly Cloudy,116,2026-04-03 01:40:01.060971,Muy cálido,Parcialmente nublado,False
Barranquilla,Colombia,10.9685,-74.7813,28.3,32.5,85,3.7,Overcast,122,2026-04-08 16:32:01.061012,Cálido,Nublado,False
Miami,Usa,25.7617,-80.1918,32.2,31.9,77,11.1,Patchy Rain Nearby,176,2026-04-07 09:14:01.061060,Muy cálido,Lluvia ligera,False
Miami,Usa,25.7617,-80.1918,25.1,22.4,58,7.0,Overcast,122,2026-04-09 03:33:01.061209,Cálido,Nublado,False
Barranquilla,Colombia,10.9685,-74.7813,19.6,19.2,68,10.6,Patchy Snow Showers,392,2026-03-25 03:21:01.061294,Templado,Nieve ligera,False
Medellin,Colombia,6.2442,-75.5812,25.4,28.1,69,0.3,Cloudy,119,2026-04-11 00:17:01.061340,Cálido,Nublado,False
Cali,Colombia,3.4516,-76.532,33.7,29.9,74,15.0,Partly Cloudy,116,2026-04-03 03:04:01.061381,Muy cálido,Parcialmente nublado,False
Madrid,Spain,40.4168,-3.7038,16.0,17.5,51,11.8,Sunny,113,2026-04-02 10:47:01.061447,Frío,Despejado,False
Madrid,Spain,40.4168,-3.7038,18.5,17.1,49,9.0,Sunny,113,2026-03-20 03:44:01.061498,Templado,Despejado,False
Cartagena,Colombia,10.391,-75.4794,26.5,29.3,89,7.9,Light Drizzle,266,2026-03-25 22:39:01.061540,Cálido,Lluvia ligera,False
Bogota,Colombia,4.711,-74.0721,9.2,12.9,82,9.1,Patchy Rain Nearby,176,2026-03-22 08:51:01.061580,Muy frío,Lluvia ligera,False
Cartagena,Colombia,10.391,-75.4794,35.4,33.5,80,11.7,Partly Cloudy,116,2026-04-13 02:34:01.061622,Muy cálido,Parcialmente nublado,False
Tokyo,Japan,35.6895,139.6917,26.4,23.9,66,4.0,Patchy Rain Nearby,176,2026-04-07 13:53:01.061733,Cálido,Lluvia ligera,False
London,Uk,51.5074,-0.1278,15.9,16.7,93,2.9,Sunny,113,2026-04-09 10:40:01.061792,Frío,Despejado,False
London,Uk,51.5074,-0.1278,14.9,13.7,57,17.7,Cloudy,119,2026-04-05 04:05:01.061834,Frío,Nublado,False
Medellin,Colombia,6.2442,-75.5812,25.9,24.4,47,5.9,Moderate Rain,302,2026-04-13 18:34:01.061875,Cálido,Lluvia moderada,False
Cali,Colombia,3.4516,-76.532,21.7,19.8,71,12.6,Thundery Outbreaks,200,2026-03-16 11:37:01.062006,Templado,Tormenta,True
Cartagena,Colombia,10.391,-75.4794,31.7,29.6,71,4.1,Patchy Rain Nearby,176,2026-04-11 03:24:01.062080,Muy cálido,Lluvia ligera,False
Cartagena,Colombia,10.391,-75.4794,23.1,17.9,76,18.5,Thundery Outbreaks,200,2026-04-05 14:12:01.062123,Templado,Tormenta,True
London,Uk,51.5074,-0.1278,7.8,8.5,67,13.7,Overcast,122,2026-04-11 07:00:01.062163,Muy frío,Nublado,False
Tokyo,Japan,35.6895,139.6917,18.9,21.2,68,3.3,Thundery Outbreaks,200,2026-04-04 21:59:01.062201,Templado,Tormenta,True
Cali,Colombia,3.4516,-76.532,26.1,25.9,81,10.5,Light Rain,293,2026-04-09 03:15:01.062251,Cálido,Lluvia ligera,False
Cali,Colombia,3.4516,-76.532,24.7,23.7,74,0.4,Cloudy,119,2026-04-13 02:29:01.062291,Cálido,Nublado,False
Mexico City,Mexico,19.4326,-99.1332,25.2,26.5,83,12.3,Patchy Snow Showers,392,2026-03-29 13:19:01.062331,Cálido,Nieve ligera,False
Miami,Usa,25.7617,-80.1918,32.1,32.3,86,10.8,Light Rain,293,2026-04-08 16:34:01.062370,Muy cálido,Lluvia ligera,False
Cali,Colombia,3.4516,-76.532,25.8,24.3,59,8.3,Sunny,113,2026-04-08 11:31:01.062408,Cálido,Despejado,False
Tokyo,Japan,35.6895,139.6917,23.2,19.8,62,7.3,Overcast,122,2026-03-30 08:41:01.062446,Templado,Nublado,False
London,Uk,51.5074,-0.1278,12.4,10.3,69,11.8,Patchy Rain Nearby,176,2026-04-03 02:18:01.062509,Frío,Lluvia ligera,False
Mexico City,Mexico,19.4326,-99.1332,18.1,18.8,71,5.6,Heavy Rain,308,2026-04-05 22:02:01.062548,Templado,Lluvia fuerte,False
Mexico City,Mexico,19.4326,-99.1332,22.8,24.0,76,8.7,Light Rain,293,2026-03-16 14:58:01.062588,Templado,Lluvia ligera,False
Cali,Colombia,3.4516,-76.532,27.5,26.0,78,5.3,Partly Cloudy,116,2026-03-23 13:43:01.062627,Cálido,Parcialmente nublado,False
Lima,Peru,-12.0464,-77.0428,23.5,23.2,95,16.2,Light Rain,293,2026-03-30 07:04:01.062667,Templado,Lluvia ligera,False
Madrid,Spain,40.4168,-3.7038,15.7,13.5,72,7.4,Sunny,113,2026-04-09 13:59:01.062705,Frío,Despejado,False
Mexico City,Mexico,19.4326,-99.1332,31.4,30.2,52,14.4,Patchy Rain Nearby,176,2026-04-04 12:35:01.062743,Muy cálido,Lluvia ligera,False
Madrid,Spain,40.4168,-3.7038,22.8,23.6,42,15.5,Partly Cloudy,116,2026-03-29 20:43:01.062781,Templado,Parcialmente nublado,False
Barranquilla,Colombia,10.9685,-74.7813,30.4,30.4,87,11.9,Patchy Rain Nearby,176,2026-03-23 08:14:01.062820,Muy cálido,Lluvia ligera,False
Cali,Colombia,3.4516,-76.532,35.9,34.0,50,1.7,Cloudy,119,2026-04-06 18:45:01.062858,Muy cálido,Nublado,False
Sao Paulo,Brazil,-23.5505,-46.6333,32.2,31.6,93,12.0,Cloudy,119,2026-04-10 04:04:01.062905,Muy cálido,Nublado,False
Miami,Usa,25.7617,-80.1918,25.7,28.9,96,20.7,Sunny,113,2026-04-10 23:57:01.062944,Cálido,Despejado,False
Cartagena,Colombia,10.391,-75.4794,29.6,28.4,98,13.8,Light Rain,293,2026-03-19 07:29:01.062983,Cálido,Lluvia ligera,False
Sao Paulo,Brazil,-23.5505,-46.6333,24.4,23.5,98,11.5,Cloudy,119,2026-04-11 23:22:01.063020,Cálido,Nublado,False
Cali,Colombia,3.4516,-76.532,23.1,24.2,62,1.4,Cloudy,119,2026-03-28 08:50:01.063058,Templado,Nublado,False
Mexico City,Mexico,19.4326,-99.1332,17.2,15.2,61,6.5,Partly Cloudy,116,2026-03-17 18:08:01.063097,Frío,Parcialmente nublado,False
Bogota,Colombia,4.711,-74.0721,20.8,24.0,71,13.3,Sunny,113,2026-04-01 11:27:01.063135,Templado,Despejado,False
London,Uk,51.5074,-0.1278,15.2,17.0,69,15.8,Moderate Rain,302,2026-03-24 15:39:01.063174,Frío,Lluvia moderada,False
Cartagena,Colombia,10.391,-75.4794,29.5,28.1,86,8.5,Patchy Rain Nearby,176,2026-03-28 05:46:01.063213,Cálido,Lluvia ligera,False
Bogota,Colombia,4.711,-74.0721,16.6,16.2,85,6.0,Patchy Snow Showers,392,2026-04-10 21:40:01.063252,Frío,Nieve ligera,False
Sao Paulo,Brazil,-23.5505,-46.6333,29.4,29.5,81,14.1,Light Rain,293,2026-04-15 12:13:01.063300,Cálido,Lluvia ligera,False
Lima,Peru,-12.0464,-77.0428,18.5,20.8,70,9.8,Partly Cloudy,116,2026-04-06 14:04:01.063339,Templado,Parcialmente nublado,False
Mexico City,Mexico,19.4326,-99.1332,22.3,21.2,59,7.4,Patchy Rain Nearby,176,2026-04-04 00:47:01.063377,Templado,Lluvia ligera,False
Bogota,Colombia,4.711,-74.0721,13.4,12.2,74,7.1,Sunny,113,2026-03-19 16:18:01.063415,Frío,Despejado,False
Bogota,Colombia,4.711,-74.0721,16.9,19.5,79,2.2,Partly Cloudy,116,2026-03-29 08:24:01.063453,Frío,Parcialmente nublado,False
Cali,Colombia,3.4516,-76.532,23.4,27.3,83,5.3,Overcast,122,2026-03-31 02:22:01.063492,Templado,Nublado,False
Bogota,Colombia,4.711,-74.0721,24.0,23.0,98,3.5,Cloudy,119,2026-04-11 11:34:01.063529,Templado,Nublado,False
Miami,Usa,25.7617,-80.1918,25.4,27.6,68,10.7,Light Rain,293,2026-03-18 12:01:01.063568,Cálido,Lluvia ligera,False
Tokyo,Japan,35.6895,139.6917,20.6,20.1,37,9.1,Light Drizzle,266,2026-03-28 04:11:01.063606,Templado,Lluvia ligera,False
Madrid,Spain,40.4168,-3.7038,11.6,11.0,42,11.2,Partly Cloudy,116,2026-04-07 13:04:01.063645,Frío,Parcialmente nublado,False
Medellin,Colombia,6.2442,-75.5812,20.5,21.0,76,1.0,Partly Cloudy,116,2026-04-08 12:26:01.063693,Templado,Parcialmente nublado,False
Madrid,Spain,40.4168,-3.7038,8.0,10.0,54,11.8,Patchy Snow Showers,392,2026-03-19 13:00:01.063733,Muy frío,Nieve ligera,False
Miami,Usa,25.7617,-80.1918,26.5,25.8,99,16.2,Cloudy,119,2026-04-10 21:19:01.063857,Cálido,Nublado,False
Lima,Peru,-12.0464,-77.0428,20.7,21.1,84,8.5,Light Drizzle,266,2026-03-19 04:03:01.063911,Templado,Lluvia ligera,False
Cartagena,Colombia,10.391,-75.4794,41.2,41.3,78,11.3,Partly Cloudy,116,2026-03-19 03:48:01.063952,Muy cálido,Parcialmente nublado,False
Barranquilla,Colombia,10.9685,-74.7813,29.2,28.6,95,0.2,Light Drizzle,266,2026-04-07 06:51:01.063992,Cálido,Lluvia ligera,False
Medellin,Colombia,6.2442,-75.5812,13.2,16.7,84,9.4,Cloudy,119,2026-03-26 03:02:01.064048,Frío,Nublado,False
Lima,Peru,-12.0464,-77.0428,24.9,27.5,92,15.7,Sunny,113,2026-04-10 21:51:01.064099,Cálido,Despejado,False
Medellin,Colombia,6.2442,-75.5812,23.4,26.6,66,11.8,Patchy Rain Nearby,176,2026-03-25 17:14:01.064151,Templado,Lluvia ligera,False
Bogota,Colombia,4.711,-74.0721,17.5,16.4,85,10.2,Partly Cloudy,116,2026-04-13 17:47:01.064192,Frío,Parcialmente nublado,False
Cartagena,Colombia,10.391,-75.4794,28.7,25.8,99,17.3,Moderate Rain,302,2026-03-27 09:16:01.064242,Cálido,Lluvia moderada,False
Medellin,Colombia,6.2442,-75.5812,24.4,25.5,59,1.5,Light Rain,293,2026-04-03 23:12:01.064281,Cálido,Lluvia ligera,False
Cartagena,Colombia,10.391,-75.4794,33.9,36.4,100,13.7,Partly Cloudy,116,2026-03-29 08:15:01.064320,Muy cálido,Parcialmente nublado,False
Barranquilla,Colombia,10.9685,-74.7813,31.2,28.9,67,14.4,Partly Cloudy,116,2026-03-30 08:55:01.064358,Muy cálido,Parcialmente nublado,False
Medellin,Colombia,6.2442,-75.5812,16.6,15.0,73,12.6,Sunny,113,2026-03-30 05:06:01.064407,Frío,Despejado,False
London,Uk,51.5074,-0.1278,11.1,10.7,73,14.2,Patchy Rain Nearby,176,2026-04-14 03:49:01.064447,Frío,Lluvia ligera,False
Cali,Colombia,3.4516,-76.532,30.8,31.6,67,9.7,Cloudy,119,2026-03-23 07:12:01.064486,Muy cálido,Nublado,False
Mexico City,Mexico,19.4326,-99.1332,19.3,19.2,65,12.9,Patchy Rain Nearby,176,2026-04-01 14:58:01.064527,Templado,Lluvia ligera,False
Sao Paulo,Brazil,-23.5505,-46.6333,22.6,22.4,88,14.7,Patchy Rain Nearby,176,2026-04-11 13:58:01.064565,Templado,Lluvia ligera,False
Medellin,Colombia,6.2442,-75.5812,18.6,19.1,65,9.0,Partly Cloudy,116,2026-03-21 03:07:01.064604,Templado,Parcialmente nublado,False
Cartagena,Colombia,10.391,-75.4794,28.5,25.7,77,13.1,Moderate Rain,302,2026-03-18 20:08:01.064652,Cálido,Lluvia moderada,False
Madrid,Spain,40.4168,-3.7038,23.0,23.5,83,8.1,Sunny,113,2026-03-26 14:10:01.064692,Templado,Despejado,False
Mexico City,Mexico,19.4326,-99.1332,23.2,21.7,71,10.9,Sunny,113,2026-03-28 20:36:01.064731,Templado,Despejado,False
Tokyo,Japan,35.6895,139.6917,24.9,26.2,51,5.1,Cloudy,119,2026-04-14 13:59:01.064769,Cálido,Nublado,False
Medellin,Colombia,6.2442,-75.5812,18.9,17.2,76,8.9,Sunny,113,2026-04-13 14:35:01.064829,Templado,Despejado,False
Miami,Usa,25.7617,-80.1918,28.8,27.0,79,9.7,Patchy Rain Nearby,176,2026-03-26 15:31:01.064868,Cálido,Lluvia ligera,False
Madrid,Spain,40.4168,-3.7038,21.6,20.1,44,8.9,Moderate Rain,302,2026-04-07 18:08:01.064907,Templado,Lluvia moderada,False
Tokyo,Japan,35.6895,139.6917,21.0,21.4,54,14.9,Sunny,113,2026-03-29 13:02:01.064946,Templado,Despejado,False
Medellin,Colombia,6.2442,-75.5812,19.2,21.1,55,11.5,Moderate Rain,302,2026-03-16 17:56:01.064985,Templado,Lluvia moderada,False
Madrid,Spain,40.4168,-3.7038,17.5,19.5,47,4.9,Sunny,113,2026-04-03 18:50:01.065024,Frío,Despejado,False
Bogota,Colombia,4.711,-74.0721,19.7,21.4,70,10.3,Patchy Rain Nearby,176,2026-03-26 17:50:01.065074,Templado,Lluvia ligera,False
Sao Paulo,Brazil,-23.5505,-46.6333,27.3,30.9,82,11.8,Heavy Rain,308,2026-04-08 18:35:01.065159,Cálido,Lluvia fuerte,False
Barranquilla,Colombia,10.9685,-74.7813,30.2,27.5,80,13.0,Light Drizzle,266,2026-04-11 19:32:01.065199,Muy cálido,Lluvia ligera,False
Cali,Colombia,3.4516,-76.532,29.8,27.4,63,14.3,Moderate Rain,302,2026-04-06 00:12:01.065239,Cálido,Lluvia moderada,False
Barranquilla,Colombia,10.9685,-74.7813,31.5,29.6,100,15.9,Light Rain,293,2026-04-09 04:41:01.065281,Muy cálido,Lluvia ligera,False
Miami,Usa,25.7617,-80.1918,28.8,31.2,75,12.4,Sunny,113,2026-04-05 16:59:01.065320,Cálido,Despejado,False
Madrid,Spain,40.4168,-3.7038,14.9,15.1,47,7.2,Light Rain,293,2026-03-20 14:01:01.065362,Frío,Lluvia ligera,False
Cali,Colombia,3.4516,-76.532,21.6,24.7,70,2.2,Sunny,113,2026-03-17 11:25:01.065401,Templado,Despejado,False
Mexico City,Mexico,19.4326,-99.1332,25.3,26.1,79,6.5,Overcast,122,2026-04-04 16:40:01.065440,Cálido,Nublado,False
Sao Paulo,Brazil,-23.5505,-46.6333,24.1,26.1,77,11.7,Heavy Rain,308,2026-03-16 01:12:01.065479,Cálido,Lluvia fuerte,False
Tokyo,Japan,35.6895,139.6917,22.9,24.3,65,10.1,Light Rain,293,2026-03-23 20:09:01.065747,Templado,Lluvia ligera,False
Sao Paulo,Brazil,-23.5505,-46.6333,22.7,22.3,78,3.9,Cloudy,119,2026-04-07 05:21:01.065862,Templado,Nublado,False
Cali,Colombia,3.4516,-76.532,20.2,19.6,42,7.8,Sunny,113,2026-03-29 19:34:01.065925,Templado,Despejado,False
Bogota,Colombia,4.711,-74.0721,19.2,16.8,75,8.7,Moderate Rain,302,2026-04-03 12:55:01.065968,Templado,Lluvia moderada,False
Lima,Peru,-12.0464,-77.0428,16.0,16.2,84,15.3,Partly Cloudy,116,2026-04-06 22:32:01.066008,Frío,Parcialmente nublado,False
Barranquilla,Colombia,10.9685,-74.7813,31.2,32.3,94,16.1,Cloudy,119,2026-03-25 23:13:01.066047,Muy cálido,Nublado,False
Cali,Colombia,3.4516,-76.532,30.8,33.3,76,15.6,Patchy Rain Nearby,176,2026-03-25 23:00:01.066085,Muy cálido,Lluvia ligera,False
Tokyo,Japan,35.6895,139.6917,23.4,23.7,78,9.5,Partly Cloudy,116,2026-03-28 20:25:01.066122,Templado,Parcialmente nublado,False
Madrid,Spain,40.4168,-3.7038,17.7,16.7,52,5.1,Overcast,122,2026-04-06 00:28:01.066160,Frío,Nublado,False
Cartagena,Colombia,10.391,-75.4794,30.7,30.5,76,12.1,Light Rain,293,2026-03-19 11:41:01.066216,Muy cálido,Lluvia ligera,False
Sao Paulo,Brazil,-23.5505,-46.6333,26.1,24.5,73,12.0,Overcast,122,2026-04-01 13:09:01.066287,Cálido,Nublado,False
Lima,Peru,-12.0464,-77.0428,10.1,11.7,92,10.6,Cloudy,119,2026-04-05 08:43:01.066326,Frío,Nublado,False
Medellin,Colombia,6.2442,-75.5812,24.9,25.0,64,10.0,Partly Cloudy,116,2026-03-28 00:04:01.066364,Cálido,Parcialmente nublado,False
London,Uk,51.5074,-0.1278,17.7,19.8,70,7.8,Partly Cloudy,116,2026-04-05 09:42:01.066403,Frío,Parcialmente nublado,False
Sao Paulo,Brazil,-23.5505,-46.6333,23.6,21.0,47,17.4,Overcast,122,2026-03-28 16:33:01.066442,Templado,Nublado,False
Bogota,Colombia,4.711,-74.0721,18.7,21.0,55,9.1,Cloudy,119,2026-04-10 16:07:01.066480,Templado,Nublado,False
Lima,Peru,-12.0464,-77.0428,27.0,27.7,72,11.7,Light Drizzle,266,2026-03-28 09:25:01.066518,Cálido,Lluvia ligera,False
Bogota,Colombia,4.711,-74.0721,19.0,20.2,85,7.3,Cloudy,119,2026-04-12 21:49:01.066566,Templado,Nublado,False
Cartagena,Colombia,10.391,-75.4794,27.6,27.3,66,3.1,Partly Cloudy,116,2026-03-26 12:20:01.066605,Cálido,Parcialmente nublado,False
Sao Paulo,Brazil,-23.5505,-46.6333,26.8,29.9,67,0.9,Overcast,122,2026-04-08 00:25:01.066643,Cálido,Nublado,False
Mexico City,Mexico,19.4326,-99.1332,25.2,25.4,49,13.7,Heavy Rain,308,2026-03-26 01:02:01.066691,Cálido,Lluvia fuerte,False
Miami,Usa,25.7617,-80.1918,36.5,36.4,73,10.0,Overcast,122,2026-04-15 13:28:01.066730,Muy cálido,Nublado,False
Cartagena,Colombia,10.391,-75.4794,28.1,27.8,100,13.7,Patchy Rain Nearby,176,2026-04-08 03:16:01.066768,Cálido,Lluvia ligera,False
Madrid,Spain,40.4168,-3.7038,8.8,10.3,66,6.5,Sunny,113,2026-04-01 02:19:01.066806,Muy frío,Despejado,False
Miami,Usa,25.7617,-80.1918,30.2,27.4,71,20.2,Sunny,113,2026-04-01 09:07:01.066844,Muy cálido,Despejado,False
Madrid,Spain,40.4168,-3.7038,12.3,10.0,49,10.9,Overcast,122,2026-04-12 00:52:01.066882,Frío,Nublado,False
Mexico City,Mexico,19.4326,-99.1332,26.7,27.9,61,15.6,Moderate Rain,302,2026-03-19 19:13:01.066921,Cálido,Lluvia moderada,False
Barranquilla,Colombia,10.9685,-74.7813,27.2,27.5,56,10.7,Sunny,113,2026-03-29 13:41:01.066958,Cálido,Despejado,False
London,Uk,51.5074,-0.1278,19.5,23.1,58,17.5,Sunny,113,2026-04-13 19:24:01.066996,Templado,Despejado,False
Barranquilla,Colombia,10.9685,-74.7813,27.1,26.9,66,8.1,Sunny,113,2026-03-21 12:20:01.067034,Cálido,Despejado,False
Lima,Peru,-12.0464,-77.0428,18.8,19.9,100,6.2,Partly Cloudy,116,2026-03-31 03:11:01.067095,Templado,Parcialmente nublado,False
Barranquilla,Colombia,10.9685,-74.7813,33.0,32.0,76,9.0,Heavy Rain,308,2026-04-08 11:03:01.067134,Muy cálido,Lluvia fuerte,False
Cali,Colombia,3.4516,-76.532,28.2,31.0,57,2.8,Overcast,122,2026-04-01 23:38:01.067173,Cálido,Nublado,False
Bogota,Colombia,4.711,-74.0721,16.0,16.3,79,14.3,Light Rain,293,2026-04-04 00:36:01.067211,Frío,Lluvia ligera,False
Madrid,Spain,40.4168,-3.7038,16.5,19.2,69,12.2,Heavy Rain,308,2026-03-20 15:18:01.067249,Frío,Lluvia fuerte,False
Cali,Colombia,3.4516,-76.532,28.2,28.2,70,7.9,Light Rain,293,2026-04-10 20:43:01.067288,Cálido,Lluvia ligera,False
Sao Paulo,Brazil,-23.5505,-46.6333,25.4,22.5,74,13.2,Sunny,113,2026-04-14 07:36:01.067327,Cálido,Despejado,False
Mexico City,Mexico,19.4326,-99.1332,18.3,17.2,50,11.5,Overcast,122,2026-04-07 13:23:01.067366,Templado,Nublado,False
Bogota,Colombia,4.711,-74.0721,17.8,17.4,87,12.5,Partly Cloudy,116,2026-04-14 18:48:01.067413,Frío,Parcialmente nublado,False
Bogota,Colombia,4.711,-74.0721,10.9,13.5,48,14.1,Patchy Rain Nearby,176,2026-03-17 22:19:01.067519,Frío,Lluvia ligera,False
Sao Paulo,Brazil,-23.5505,-46.6333,23.9,21.7,70,14.9,Partly Cloudy,116,2026-03-23 04:01:01.067594,Templado,Parcialmente nublado,False
Tokyo,Japan,35.6895,139.6917,29.8,28.7,63,0.0,Patchy Rain Nearby,176,2026-04-09 10:25:01.067638,Cálido,Lluvia ligera,False
Sao Paulo,Brazil,-23.5505,-46.6333,27.5,27.3,100,3.5,Light Rain,293,2026-03-16 11:40:01.067678,Cálido,Lluvia ligera,False
Sao Paulo,Brazil,-23.5505,-46.6333,31.1,33.0,88,18.1,Partly Cloudy,116,2026-04-08 13:57:01.067726,Muy cálido,Parcialmente nublado,False
Medellin,Colombia,6.2442,-75.5812,16.7,13.0,62,16.4,Sunny,113,2026-03-24 00:26:01.067783,Frío,Despejado,False
Madrid,Spain,40.4168,-3.7038,20.6,21.5,72,6.4,Overcast,122,2026-04-07 00:48:01.067959,Templado,Nublado,False
Mexico City,Mexico,19.4326,-99.1332,19.8,21.8,65,20.6,Partly Cloudy,116,2026-03-18 17:29:01.068054,Templado,Parcialmente nublado,False
Cali,Colombia,3.4516,-76.532,22.7,19.9,70,6.1,Patchy Snow Showers,392,2026-03-23 16:35:01.068107,Templado,Nieve ligera,False
Madrid,Spain,40.4168,-3.7038,20.4,21.1,39,3.4,Moderate Rain,302,2026-04-08 11:32:01.068155,Templado,Lluvia moderada,False
Mexico City,Mexico,19.4326,-99.1332,28.2,26.5,72,6.9,Light Drizzle,266,2026-03-21 07:50:01.068202,Cálido,Lluvia ligera,False
Sao Paulo,Brazil,-23.5505,-46.6333,18.9,17.8,58,18.8,Thundery Outbreaks,200,2026-03-20 02:10:01.068278,Templado,Tormenta,True
Medellin,Colombia,6.2442,-75.5812,23.3,21.7,76,8.6,Overcast,122,2026-03-22 14:56:01.068334,Templado,Nublado,False
Lima,Peru,-12.0464,-77.0428,16.4,13.6,63,9.4,Sunny,113,2026-04-15 12:13:01.068380,Frío,Despejado,False
Lima,Peru,-12.0464,-77.0428,17.1,16.8,72,11.4,Cloudy,119,2026-04-12 03:16:01.068425,Frío,Nublado,False
Mexico City,Mexico,19.4326,-99.1332,26.9,23.1,70,24.2,Cloudy,119,2026-04-05 21:51:01.068469,Cálido,Nublado,False
Tokyo,Japan,35.6895,139.6917,22.1,20.4,63,5.7,Light Rain,293,2026-04-12 21:50:01.068514,Templado,Lluvia ligera,False
Bogota,Colombia,4.711,-74.0721,21.9,24.2,81,18.7,Moderate Rain,302,2026-04-15 04:11:01.068558,Templado,Lluvia moderada,False
Tokyo,Japan,35.6895,139.6917,22.4,22.6,77,10.3,Patchy Rain Nearby,176,2026-04-01 04:06:01.068603,Templado,Lluvia ligera,False
Medellin,Colombia,6.2442,-75.5812,15.0,14.9,82,11.6,Patchy Snow Showers,392,2026-04-07 12:59:01.068649,Frío,Nieve ligera,False
Miami,Usa,25.7617,-80.1918,18.6,23.0,94,8.0,Moderate Rain,302,2026-03-21 15:18:01.068694,Templado,Lluvia moderada,False
Mexico City,Mexico,19.4326,-99.1332,22.8,26.1,80,12.7,Partly Cloudy,116,2026-03-31 14:45:01.068749,Templado,Parcialmente nublado,False
Lima,Peru,-12.0464,-77.0428,20.8,20.8,73,20.6,Cloudy,119,2026-04-07 16:11:01.068907,Templado,Nublado,False
Tokyo,Japan,35.6895,139.6917,22.6,20.5,73,18.6,Partly Cloudy,116,2026-03-30 01:37:01.068981,Templado,Parcialmente nublado,False
Sao Paulo,Brazil,-23.5505,-46.6333,35.5,36.5,75,5.1,Partly Cloudy,116,2026-03-17 06:29:01.069030,Muy cálido,Parcialmente nublado,False
Tokyo,Japan,35.6895,139.6917,22.5,21.6,61,13.8,Partly Cloudy,116,2026-04-10 12:27:01.069077,Templado,Parcialmente nublado,False
Cali,Colombia,3.4516,-76.532,17.1,21.7,100,17.3,Patchy Rain Nearby,176,2026-03-31 19:03:01.069178,Frío,Lluvia ligera,False
London,Uk,51.5074,-0.1278,12.3,12.4,43,13.0,Sunny,113,2026-03-18 04:48:01.069225,Frío,Despejado,False
Tokyo,Japan,35.6895,139.6917,19.8,19.0,46,6.0,Overcast,122,2026-04-14 10:30:01.069265,Templado,Nublado,False
Madrid,Spain,40.4168,-3.7038,18.9,16.9,59,1.7,Light Drizzle,266,2026-03-30 17:12:01.069319,Templado,Lluvia ligera,False
